,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,31a7c5b500033b0fe50039ed1f6b67774e3251,Директор по производству,Москва,42,Мужчина,Начальник производства,0,15.4,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Английский': 'A1'}","['Производственное планирование', 'Контроль качества', 'Внутренний контроль', 'MS Excel', 'Обучение и развитие', 'Управление производством', 'Расчет себестоимости', 'Управление производственным персоналом', 'Производственный контроль', 'Подбор производственного персонала', '1С: Производство', 'Планирование запасов', 'Формирование бюджета', 'MS Outlook', 'Бюджетирование закупок', 'Кадровое планирование', 'Оперативное планирование', 'Технология производства', 'Охрана труда и техника безопасности', 'Взаимодействие с контрольными органами', 'Административное управление', 'Оптимизация закупок', 'Оптимизация затрат', 'Транспортная логистика', 'Обучение персонала', 'Мотивация персонала', 'Управление затратами', 'Оптимизация логистических процессов', 'Аттестация персонала', 'Контроль исполнения  решений', 'Русский — Родной', 'Английский — A1 — Начальный']","Коммуникабельный , стрессоустойчивый .



Хобби :Кулинария, путешествия ."
0,31ac96f70000ea549e0039ed1f377355584264,Главный инженер,Аксу (Павлодар.обл),52,Мужчина,"['Главный инженер проекта', 'Инженер ПТО, инженер-сметчик']",0,26,Высшее образование (Магистр),"{'Казахский': 'Родной', 'Английский': 'A2', 'Русский': 'C2'}","['Навыки управления проектами. Планирование бюджета и управления персоналом.', 'Могу работать в программах WRIKE и JIRA.', 'Казахский — Родной', 'Английский — A2 — Элементарный', 'Русский — C2 — В совершенстве']","опытный пользователь ПК, работа в ОС Windows ХР, MS Office, системе электронного документооборота Lotus Notes, работа в интернете, с электронной почтой."
0,31b8c98f00035ab73a0039ed1f6a4362476e65,Главный специалист нефтегазовой отрасли,Самара,41,Мужчина,"['Начальник смены, мастер участка', 'Инженер по эксплуатации', 'Технолог', 'Другое']",0,15.7,Высшее образование,{'Russian': 'Native'},"['MS Word', 'MS Excel', 'MS Outlook', 'MS PowerPoint', 'SAP CRM', 'SAP R/3', 'Консультант плюс', 'Пользователь ПК', 'Офисная техника', 'Подготовка отчетов', 'Работа с большим объемом информации', 'Сбор и анализ информации', 'Подготовка нефти', 'Оборудование подготовки нефти и ППД', 'Русский — Родной']","Ответственный, коммуникабельный, самостоятельный и целеустремленный, легко обучаемый, энергичный и инициативный."
0,31ef618900017f27480039ed1f38306e773552,Старший дизайнер,Санкт-Петербург,34,Женщина,"Дизайнер, художник",120000,11.8,Высшее образование,"{'Русский': 'Родной', 'Итальянский': 'B1'}","['Графический дизайн', 'Adobe Photoshop', 'Adobe Illustrator', 'Adobe InDesign', 'Горячие клавиши', 'Верстка', 'Управление проектами', 'Дизайн', 'Ребрендинг', 'Дизайн полиграфии', 'Рисунок от руки', 'Графический планшет', 'Руководство коллективом', 'Итальянский язык', 'Русский — Родной', 'Итальянский — B1 — Средний']","• Высшее профильное образование
• Графические пакеты Photoshop, Illustrator, InDesign, AdobeAcrobat Pro, CorelDraw, базовые знания Kodak Preps
• Курсы ""Системы управления цветом"" при СПБГПУ
• Быстрая работа горячими клавишами
• Опыт работы с известными заказчиками (Газпром, Toyota, Lexus, Citroen, Fiskars, РЖД)
• Стремление к оптимизации процессов
• Коммуникабельность, доброжелательность
• Итальянский язык
Увлекаюсь классической римской мозаикой, живописью

Портфолио можно скачать по ссылке: 
https://disk.yandex.ru/i/E8RuS8ajHdLbEQ"
0,31f45a16000030415d0039ed1f736563726574,Заместитель главного энергетика,Усть-Кут,46,Мужчина,"Инженер-энергетик, инженер-электрик",170000,19.5,Высшее образование,{'Russian': 'Native'},"['Обучаемость', 'Русский — Родной']","Обеспечение правильной организации и безопасного ведения технологических процессов и производство работ в соответствии с утвержденными проектами, технологическими регламентами, планами, паспортами, техническими нарядами, требованиями правил и норм охраны труда. 	Составление дефектных ведомостей и заявок на материалы и оборудования для проведения текущих и капитальных ремонтов электрооборудования предприятия.  Контроль за соблюдения работниками участка правил и норм охраны труда, ПТЭЭП, ПУЭ, производственной и трудовой дисциплины, противопожарных норм и норм производственной санитарии. Организация безаварийной эксплуатации, своевременность и качество проведения технического обслуживания и ремонта, технического освидетельствования, диагностики объектов, соблюдение технологической дисциплины, надежную и технически безопасную эксплуатацию и обслуживание энергетического оборудования. Обеспечение своевременного устранения неисправностей и отказов оборудования, ликвидацию аварий и восстановление работоспособности оборудования. Техническая приемка законченных строительно-монтажных работ.Организация приемки оборудования.  Контроль выполнения подрядными организациями договорных отношений."
0,32285cfb0006822a1a0039ed1f465156414547,Technical Translator/export manager,Астана,31,Женщина,Переводчик,0,10.8,Высшее образование,"{'Казахский': 'Родной', 'Английский': 'C2', 'Русский': 'C2'}","['Перевод технической документации', 'Редактирование текстов на иностранном языке', 'Последовательный перевод', 'Устный перевод', 'Перевод договоров', 'Ведение переписки на иностранном языке', 'Перевод юридической документации', 'Административная поддержка иностранного сотрудника', 'MS Outlook', 'Adobe Acrobat', 'AutoCAD', 'Письменный перевод', 'Написание статей', 'Казахский — Родной', 'Английский — C2 — В совершенстве', 'Русский — C2 — В совершенстве']",No information
0,322ed83500057974dd0039ed1f426558666977,Инженер-конструктор,Ростов-на-Дону,27,Мужчина,"Инженер-конструктор, инженер-проектировщик",110000,5.9,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A2'}","['Unigraphics NX', 'Femap', 'MSC NASTRAN', 'Работа в команде', 'Работа с большим объемом информации', 'Поиск информации в интернет', 'MS Excel', 'Аналитическое мышление', 'Русский — Родной', 'Английский — A2 — Элементарный']","Способен работать в команде- с февраля 2022 года являюсь руководителем группы сопровождения серийной машины в рамках своей компетенции (прочность).
Обладаю высокой стрессоустойчивостью- помогает справляться с работой в режиме многозадачности."
0,3235c102000642c2fa0039ed1f507441585265,Руководитель проекта,Астрахань,58,Мужчина,"['Инженер ПТО, инженер-сметчик', 'Технический директор (CTO)', 'Главный инженер проекта', 'Инженер-конструктор, инженер-проектировщик', 'Инженер по эксплуатации']",0,32.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Технический контроль производства', 'Производственное планирование', 'Управление проектами', 'Управление недвижимостью', 'Проектная документация', 'Управленческие навыки', 'Техническая эксплуатация', 'Пуско-наладочные работы', 'Технический надзор', 'Управление производством', 'Договорная работа', 'Управление производственным персоналом', 'Контроль качества', 'Разработка проектной документации', 'Стратегическое планирование', 'Энергетика', 'Ведение переговоров', 'Бюджетирование', 'Организаторские навыки', 'Эксплуатация', 'Производственный контроль', 'Капитальный ремонт', 'Системный подход', 'Согласование договоров', 'Формирование бюджета', 'AutoCAD', 'Техническая экспертиза', 'Деловая переписка', 'Оперативное планирование', 'Заключение договоров', 'Русский — Родной', 'Английский — A1 — Начальный']","Опыт работы в различных отраслях энергетики. Профессиональные знания структуры и технологии генерации тепловой и электрической энергии, энергообеспечения и функционального жизнеобеспечения предприятий, газификации промышленных объектов, опыт разработки и внедрения современных принципов проведения эксплуатации и ремонта, энергосбережение, автономное надёжное и бесперебойное энергоснабжение.



Опыт комплексного управления содержанием и эксплуатацией объектов коммерческой недвижимости. Успешная работа с собственниками объектов недвижимости и арендаторами представляющими крупные иностранные и отечественные направления социально-экономической деятельности (государственные структуры, банки, нефтегазовая отрасль, энергетика, федеральные торговые сети, сетевой маркетинг, спортивно-развлекательный, ресторанный бизнес, элитные бутики и т.п.)



Широкие знания и опыт строительства и монтажа - строительной части частично и всех инженерных сетей в целом, при строительстве крупных торгово-промышленных объектов «под ключ». Реконструкция и ремонт действующих объектов



Большой опыт представлять и отстаивать интересы Компании при взаимодействии с различными надзорными, коммунальными, муниципальными, государственными и другими службами и структурами.



Опыт организации качественной, надёжной и безопасной эксплуатации, обслуживания и ремонта действующих объектов, в том числе ликвидация аварийных ситуаций. Большой опыт руководства эксплуатацией всей инфраструктуры крупных энергетических и средних торгово-промышленных объектов.



Опыт и умение управлять крупными производственными объектами. Практика и опыт в планировании координации работ и профессионального надзора при проведении монтажных, ремонтных и строительных работ. Опыт руководства большим количеством персонала, состоящего из разно-профильных бригад - до конечного положительного результата (капитальный ремонт, модернизация энергоблоков Астраханской ТЭЦ-2 (120МВт), строительство торговых площадей (супермаркетов), складов, производственных цехов и помещений.)"
0,3275dd8b0008566d190039ed1f4c46736b4530,Head of Analytics,Москва,43,Мужчина,"['Руководитель отдела аналитики', 'Аналитик']",0,13.3,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B1'}","['Аналитика', 'Анализ бизнес показателей', 'Анализ продаж', 'Прогнозирование', 'Статистический анализ', 'Аналитическое мышление', 'Управление командой', 'Анализ данных', 'Управление проектами', 'Планирование', 'B2B маркетинг', 'Стратегический маркетинг', 'Руководство коллективом', 'Мотивация персонала', 'Активные продажи', 'B2B Продажи', 'Холодные продажи', 'Развитие продаж', 'Блокчейн', 'Маркетинговый анализ', 'Бизнес-анализ', 'Аналитические исследования', 'SQL', 'Русский — Родной', 'Английский — B1 — Средний']","Мой опыт работы в бизнес и продуктовой аналитике в IT около 15 лет на рынках В2В и В2С.

Ключевые компетенции:
— Опыт построения систем аналитики ""с нуля"" и их масштабирования.
— Владею полным циклом создания продукта: сбор потребностей заказчиков к продуктовой и бизнес аналитике, верификация данных и анализ источников, первичный сбор статистики, создание системы метрик и проверка на консистентность, запуск полного цикла (заявка, анализ, гипотезы, выводы, действия).
— Опыт создания хранилищ данных, добавления внешних источников данных.
— Опыт разработки и запуска BI-системы и ее интеграции с системами компании.
— Опыт работы с OLAP кубами, SQL-запросами, отличное знание Excel.
— Умею строить команды и управлять ими, исходя их потребностей бизнеса."
0,32abd1160000dd6a5c0039ed1f35375043324a,Руководитель автосервиса,Владивосток,33,Мужчина,"['Начальник смены, мастер участка', 'Автослесарь, автомеханик', 'Сервисный инженер, инженер-механик', 'Директор магазина, директор сети магазинов', 'Начальник производства']",300000,8.5,Среднее специальное образование,"{'Русский': 'Родной', 'Английский': 'A1', 'Немецкий': 'A1'}","['Обучаемость', 'Руководство коллективом', 'Лидерство', 'исполнение поручений руководителя', 'Знание устройства автомобиля', 'Инженерные системы', 'Коммуникабельность', 'Креативность', 'Стратегическое мышление', 'Пользователь ПК', 'Русский — Родной', 'Английский — A1 — Начальный', 'Немецкий — A1 — Начальный']","Обо мне	Хорошо знаю техническую сторону производства (работа на токарных станках, сварочном оборудовании, ремонт гидравлики и пр.).
Могу разобрать и собрать заново практически любой автомобиль.Или устройство.
Имеется большой опыт работы как с русским авто так и с импортным в должности как механик так и мастер цеха. Люблю и умею решать нестандартные задачи, в том числе, с использованием методов ТРИЗ.

Выявляю недостатки в процессах работы, производства и оптимизирую процессы для наибольшей производительности с наименьшими затратами времени и средств.

Имею опыт обучения сотрудников работе в цеху. Особое внимание уделяю технике безопасности, обеспечению соблюдения трудовой дисциплины, чистоты и порядка на рабочих местах. Регулярно провожу инструктажи на СТО.

Легко нахожу общий язык с людьми. Пользуюсь уважением у коллег и поддержкой руководства. Умею разрешать конфликтные ситуации с клиентами и /или в коллективе.



Обладаю лидерскими качествами. Готов брать на себя ответственность за людей и принятые решения, представлять интересы коллег перед начальством. 



Соблюдаю субординацию с вышестоящим руководством. 

Регулярно вношу предложения по улучшению работы, которые находят поддержку у руководителей. 



Знание ПК: Microsoft Office, Internet, 1C, Компас 3D.



Увлекаюсь спортом, автомобилями, походами, программированием, 3Д-моделированием. 



Проходил военную службу в Морской пехоте (2010-11 гг.) в качестве командира отделения.



Не женат. Детей нет."
0,32d429cd0000e6042b0039ed1f763856785856,Специалист/старший специалист технической поддержки,Орск,36,Мужчина,Системный администратор,50000,15.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1', 'Немецкий': 'A1'}","['Настройка ПК', 'Ремонт ПК', 'Настройка сетевых подключений', 'Настройка ПО', 'Информационные технологии', 'Сборка ПК', 'Водительское удостоверение категории B', 'Техническая поддержка', 'Выездное обслуживание', 'Обслуживание банкоматов, пл. терминалов', 'Обслуживание кассовый техники', 'Русский — Родной', 'Английский — A1 — Начальный', 'Немецкий — A1 — Начальный']","Личные качества: 

аналитическое мышление, умение быстро ориентироваться в сложившейся ситуации и самостоятельно принимать решения, быстрая обучаемость, ответственность, целеустремленность, настойчивость и стремление к профессиональному росту."
0,3339d85f00031696280039ed1f535a38545579,мастер,Волгодонск,31,Мужчина,"Инженер-энергетик, инженер-электрик",0,8.1,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Ремонтные работы', 'Пользователь ПК', 'Электрические сети', 'Техническое обслуживание', 'Монтаж оборудования', 'Водительское удостоверение категории B', 'Электротехнические работы', 'Организаторские навыки', 'Русский — Родной', 'Английский — A1 — Начальный']","Футбол, спортзал, здоровый образ жизни. Вынослив , трудолюбив. Служба в ВС РФ"
0,33450a400001f889990039ed1f5776494c6c44,Продавец-кассир,Волгоград,50,Женщина,"Продавец-консультант, продавец-кассир",30000,31.5,Среднее специальное образование,{'Russian': 'Native'},"['MS Excel', 'MS Word', 'Ведение переговоров', 'Ведение переписки', 'Составление договоров', 'Управление персоналом', 'Русский — Родной']","Занимаюсь рукоделием, люблю слушать музыку , читать и смотреть познавательные программы"
0,336066ca0007ca025b0039ed1f4b674a527468,Арт-директор,Ташкент,37,Мужчина,"['Руководитель отдела маркетинга и рекламы', 'Директор по маркетингу и PR (CMO)']",0,8.2,Высшее образование,"{'Узбекский': 'Родной', 'Английский': 'B1', 'Русский': 'C2'}","['Брендинг', 'Графический дизайн', 'B2B маркетинг', 'B2C маркетинг', 'Дизайн упаковки', 'Digital Marketing', 'Internet Marketing', 'Trade Marketing', 'Управление проектами', 'Маркетинговые коммуникации', 'Грамотная речь', 'Организаторские навыки', 'Ведение переговоров', 'Планирование маркетинговых кампаний', 'Интернет-реклама', 'SMM', 'Узбекский — Родной', 'Английский — B1 — Средний', 'Русский — C2 — В совершенстве']","Здравствуйте. Меня зовут Азиз Юсупов.  
36 лет, г. Ташкент, Республика Узбекистан.

Основная специализация – разработка маркетинговой стратегии и медиаплана. Проектирование сложных дизайн систем (брендинг начиная с любого этапа проекта) и построение коммуникации с аудиторией бренда (маркетинг). Работаю в данных сферах 13 лет, ориентирован на ключевых аспектах продвижения бренда: платформа, позиционирование, стратегия, маркетинг, проектирование, дизайн. Опыт в разработке крупных проектов как на руководящих должностях, так и в качестве приглашенного экспата.

Готов разработать платформу бренда или вести работу в рамках уже существующей. Ориентирован на разработку коммуникаций бренда и его аудитории.  Опыт работы в рамках жестких задач, невыполнимых дедлайнов и сложных ситуаций.

Стрессоустойчив, самообучаем, целеустремлен. Участник, номинант и призер рекламных дизайн-фестивалей.

Семьянин, грамотно говорю и пишу на русском языке, могу поддержать диалог на узбекском языке и изучаю англоязычную литературу. Постоянно слежу за состоянием и изменением трендов мирового дизайна во многих сферах и областях. Интересуюсь киперспортом и сопутствующими медиа-активностями.

Лидер, но хотел бы стать частью команды, т.к. искренне считаю, что сильная команда — это набор лидеров по каждому направлению работы. Рассмотрю предложения как крупных компаний, так и новых игроков на рынке. Главный критерий поиска — возможность быть максимально продуктивным и, в то же время, продолжая личностное развитие."
0,33dc7840000028b7580039ed1f736563726574,Директор филиала,Оренбург,45,Мужчина,"['Руководитель филиала', 'Генеральный директор, исполнительный директор (CEO)', 'Руководитель строительного проекта']",0,20.2,Высшее образование,"{'Русский': 'Родной', 'Английский': 'C1', 'Казахский': 'C2'}","['Взаимодействие с надзорными организациями', 'Чтение чертежей', 'Контроль качества', 'Выбор подрядных организаций', 'MS Outlook', 'MS PowerPoint', 'Adobe Photoshop', 'Консультант плюс', 'Пользователь ПК', 'Internet', 'Водительское удостоверение категории B', 'MS Internet Explorer', 'Деловая переписка', 'Контроль исполнения решений', 'Управление проектами', 'Строительство', 'Строительное делопроизводство', 'Руководство коллективом', 'Управление производством', 'Выполнение технического надзора', 'Обустройство месторождений', 'Контроль поставок', 'СНиП', 'Должностные инструкции', 'Промысловые трубопроводы', 'Кустовые площадки', 'контроль исполнения', 'Работа в команде', 'Русский — Родной', 'Английский — C1 — Продвинутый', 'Казахский — C2 — В совершенстве']","- законодательство и иные нормативно-правовые акты, регулирующие деятельность строительных организаций;

- профиль, специализацию и особенности структуры предприятия;

- основы технологии проведения работ;

- порядок разработки и утверждения планов строительства;

- технологию и способы ведения строительных работ;

- строительные нормы и правила;

- требования организации труда при произведении строительных объектов;

- порядок разработки и оформления проектно-сметной и другой технической документации, ведения учета и составления отчетов о деятельности предприятия в области строительства;

- научно-технические достижения и опыт передовых предприятий в области строительства;

- экономику, организацию производства, труда и управления;

- правила и нормы охраны труда, техники безопасности, производственной санитарии и противопожарной защиты."
0,33f4b59e00058b22340039ed1f6a546c6c6b66,Инженер-технолог,Санкт-Петербург,29,Мужчина,Технолог,0,5.3,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Английский': 'C1'}","['Управление качеством', 'Промышленная безопасность', 'Проектирование', 'нормативно-техническая документация', 'Управление производством', 'ЕСКД', 'Autodesk Inventor', 'Creo Elements/Pro', 'AutoCAD', 'MS Office', 'Автоматизация производства', 'Знание 1С', 'Управление проектами', 'Работа в команде', 'Станки ЧПУ', 'Металлообработка', 'Autodesk Fusion 360', 'Mazatrol Matrix 2', 'Металлорежущий инструмент и оснастка', 'SolidWorks', 'Solidcam', 'Fanuc 0i', 'Siemens 840d', 'Русский — Родной', 'Английский — C1 — Продвинутый']","Коммуникабельный, трудолюбивый, готов к обучению и освоению новых программ и оборудования, стрессоустойчив, рад работать в команде.

На данный момент есть возможность быть частично занятым (пол ставки) либо дистанционно."
0,340c2bb900019a9ab90039ed1f614e304e6f67,Специалист отдела закупок,Ванино,41,Женщина,Менеджер по закупкам,0,19.5,Неоконченное высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Холодные продажи', 'Деловая переписка', 'Организация корпоративных мероприятий', 'Проведение тендеров', 'Проведение презентаций', 'Договорная работа', 'MS Outlook', 'Оптимизация закупок', 'Документооборот', 'Электронный документооборот', 'Ведение переговоров', 'Планирование закупок', 'Делопроизводство', 'Логистика поставок', 'Телефонные переговоры', 'Закупки', 'Закупка товаров и услуг', 'Заключение договоров', 'Управление продажами', 'Деловое общение', 'Управление персоналом', 'Активные продажи', 'Управление закупками', 'Прямые продажи', 'Поиск и привлечение клиентов', 'Управление цепочкой поставок', 'Личный автомобиль', 'ЭДО', 'ЕИС', 'Русский — Родной', 'Английский — A1 — Начальный']",Пунктуальность. Умение работать с клиентской базой‚ коммуникабельность‚ общительность‚ вежливость‚ умение работать в команде‚ сдержанность‚ легко обучаема‚ умение работать в стрессовых ситуациях. Чёткая и грамотная русская речь‚ стрессоустойчивость‚ доброжелательность‚ позитивность‚ умение достигать результат при переговорах‚ самостоятельность.
0,344f3ce50000f64f350039ed1f517470717646,Горный инженер,Караганда,50,Мужчина,Другое,800000,21.1,Высшее образование,"{'Казахский': 'Родной', 'Английский': 'A1', 'Русский': 'C2'}","['Умение работать в коллективе', 'Принимать решения и за их результаты отвечать самостоятельно', 'Эффективно управлять временем и людьми, находящимися в подчинении.', 'Знание технологии и организации производства.', 'Навыки чтения чертежей и другой технической докуметации', 'Казахский — Родной', 'Английский — A1 — Начальный', 'Русский — C2 — В совершенстве']","Умение организовать работу эффективным образом,с соблюдением промышленной безопасности и охраны труда, знание тех. документации, умение планировать работу предприятия, работа с гос органами, взаимодействие с подрядчиками, знание компьютера Exel, Word, Enternet.

Пунктуальность, ответственность, стрессоустойчивость."
0,344fe74700012bff5b0039ed1f696c47507631,Начальник отдела продаж.,Таганрог,51,Мужчина,Руководитель отдела продаж,0,15.5,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Ответственность', 'Русский — Родной', 'Английский — A1 — Начальный']","Высокая мотивация к работе, умение справляться с большим объемом работ в сжатые сроки, нацеленность на результат. Проведение совещаний, переговоров различного уровня. Умение эффективно работать с отдаленными по территориальному признаку сотрудниками.

Опытный пользователь ПК, активен, спортивен,  пунктуальный, опытный автомобилист. 

Оптимистичный взгляд на мир, серьезный, но веселый нрав."
0,345203960003e8dbc10039ed1f61446f336c72,Администратор,Витебск,31,Женщина,Администратор,0,7.8,Среднее специальное образование,{'Russian': 'Native'},"['Целеустремленность', 'Стрессоустойчивость', 'Коммуникабельность', 'Русский — Родной']",No information
0,3497ecf500013247300039ed1f4a526833486a,Начальник отдела/Главный конструктор,Воронеж,38,Мужчина,"Инженер-конструктор, инженер-проектировщик",150000,16.8,Высшее образование,"{'Русский': 'Родной', 'Английский': 'B1'}","['Ответственность', 'Русский — Родной', 'Английский — B1 — Средний']","Опыт заграничных командировок (Германия, Китай).
Ориентация на результат.
Быстрая обучаемость.
Развитые аналитические способности.
Целеустремленность.
Ответственность, коммуникабельность.
Знания в области экономики и финансов.
Навыки экономических расчетов себестоимости, амортизации и др.
Свободное владение программами ""Компас"", ""Autocad"", ""Solidworks"", Microsoft Office и др."
0,34cca02d00089ee38a0039ed1f743567576e49,Микробиолог,Пенза,0,Женщина,"Научный специалист, исследователь",0,14.1,Высшее образование,{'Russian': 'Native'},"['Добросовестность, трудолюбие', 'Нацеленность на результат', 'Любовь к профессии', 'Ответственность', 'Постоянное развитие и повышение уровня своей компетенции', 'Русский — Родной']",Являюсь действующим членом ассоциации бактериологов
0,34f70ceb0000cffae00039ed1f676e674a6d30,Инженер/Энергетик/ Главный энергетик/ специалист по согласованиям,Санкт-Петербург,47,Мужчина,"Инженер-энергетик, инженер-электрик",0,17.5,Высшее образование,"{'Русский': 'Родной', 'Венгерский': 'A1', 'Немецкий': 'A2'}","['Харизматичен', 'Поиск нужных людей, исполнителей', 'Легкая коммуникация с людьми любого чина', 'Найду решение в сложившейся ситуации', 'Работа на результат', 'Соблюдаю сроки', 'Энергетика', 'Заключение договоров', 'Деловая переписка', 'Охрана труда и техника безопасности', 'Организаторские навыки', 'Инженерные системы', 'Электрические сети', 'Деловая коммуникация', 'Выбор подрядных организаций', 'Технический контроль производства', 'Документооборот', 'Контроль исполнения решений', 'Взаимодействие с надзорными организациями', 'Умение планировать', 'Организация мероприятий', 'Русский — Родной', 'Венгерский — A1 — Начальный', 'Немецкий — A2 — Элементарный']","Согласование любых проектов, Производство испытаний в электроустановках, техническое обслуживание, ремонт, наладка электрооборудования, ведение документации. Налаживание деловых контактов. Знание ПК: офисные программы, Интернет, электронная почта, графические редакторы, 1C и др.
Знание орг.техники. 
Высокий уровень деловых переговоров, умение убеждать.
Умение расположить к себе собеседника. 
Мобильность, пунктуальность, отзывчивость, порядочность, 
организованность. 
Ярко выраженные коммуникативные способности, харизматичен, нацеленность на выполнение важнейших задач. Высокая психологическая устойчивость, Позитивное мышление, оптимизм.Опыт нахождения и взаимодействия  с людьми, принимающими решения, ,достижения результатов.
Готовность к обучению.
Увлечения- автомобили, книги, рыбалка. 
Вредных привычек нет."
0,34fbd9700006177cdc0039ed1f4434316e4a73,Буровой мастер,Северск (Томская область),28,Мужчина,"['Начальник смены, мастер участка', 'Технолог', 'Научный специалист, исследователь', 'Другое', 'Геолог']",200000,4.4,Высшее образование,"{'Русский': 'Родной', 'Английский': 'A1'}","['Коммуникабельность, быстрая обучаемость.', 'Работа в команде', 'Пользователь ПК', 'MS PowerPoint', 'Умение работать в команде', 'Управление персоналом', 'Английский язык', 'MS Dos', 'Водительское удостоверение категории BC', 'Грамотная речь', 'Русский — Родной', 'Английский — A1 — Начальный']","Закончил Национальный Исследовательский Томский Политехнический Университет, параллельно окончил военную кафедру в звании лейтенанта запаса."
